english,vietnamese,exampleSentence,englishMeaning,difficulty,category
self-efficacy,Máy tính tự hiệu quả,This is an example for self-efficacy.,Definition of self-efficacy.,B2,Education
metacognition,siêu nhận thức,This is an example for metacognition.,The act of thinking about thinking; sentience,B2,Education
executive function,chức năng hành chánh,This is an example for executive function.,Definition of executive function.,B2,Education
working memory,"trí nhớ làm việc,",This is an example for working memory.,Definition of working memory.,B2,Education
cognitive load,tải trọng nhận thức,This is an example for cognitive load.,Definition of cognitive load.,B2,Education
scaffolding,Giàn giáo,This is an example for scaffolding.,To set up a scaffolding; to surround a building with scaffolding.,B2,Education
zone of proximal development,vùng phát triển gần,This is an example for zone of proximal development.,Definition of zone of proximal development.,B2,Education
educational equity,công bằng giáo dục,This is an example for educational equity.,Definition of educational equity.,B2,Education
achievement gap,khoảng cách thành tích,This is an example for achievement gap.,Definition of achievement gap.,B2,Education
social mobility,Vận động xã hội,This is an example for social mobility.,Definition of social mobility.,B2,Education
access,truy cập,This is an example for access.,A way or means of approaching or entering; an entrance; a passage.,B2,Education
opportunity,"cơ hội, thời cơ",This is an example for opportunity.,"A chance for advancement, progress or profit.",B2,Education
stereotype threat,mối đe dọa rập khuôn,This is an example for stereotype threat.,Definition of stereotype threat.,B2,Education
implicit bias,"<bpt i=""1"" type=""518"" x=""1""/>Implicit Bias:<ept i=""1""/>",This is an example for implicit bias.,Definition of implicit bias.,B2,Education
accreditation,sự cấp phép,This is an example for accreditation.,The giving of credentials.,B2,Education
quality assurance,sự đảm bảo chất lượng,This is an example for quality assurance.,"A system in which the delivery of a service or the quality of a product is assessed, and compared with that required.",B2,Education
ranking,xếp hạng,This is an example for ranking.,"To place abreast, or in a line.",B2,Education
outcome-based education,giáo dục dựa trên kết quả,This is an example for outcome-based education.,Definition of outcome-based education.,B2,Education
competency-based education,giáo dục dựa trên năng lực,This is an example for competency-based education.,Definition of competency-based education.,B2,Education
mastery learning,học tập thành thạo,This is an example for mastery learning.,Definition of mastery learning.,B2,Education
standards,tiêu chuẩn,This is an example for standards.,A principle or example or measure used for comparison.,B2,Education
epistemology,Tri thức luận,This is an example for epistemology.,"The branch of philosophy dealing with the study of knowledge; theory of knowledge, asking such questions as ""What is knowledge?"", ""How is knowledge acquired?"", ""What do people know?"", ""How do we know what we know?"".",C1,Education
ontology,Bản thể luận,This is an example for ontology.,The branch of metaphysics that addresses the nature or essential characteristics of being and of things that exist; the study of being qua being.,C1,Education
hermeneutics,thông diễn học,This is an example for hermeneutics.,"The study or theory of the methodical interpretation of text, especially holy texts.",C1,Education
phenomenology,Hiện tượng học,This is an example for phenomenology.,The study of structures of consciousness as experienced from the first-person point of view.,C1,Education
critical theory,lý thuyết phê phán,This is an example for critical theory.,"The examination and critique of society and literature, drawing from knowledge across social science and the humanities.",C1,Education
postmodernism,Chủ nghĩa hậu hiện đại,This is an example for postmodernism.,"Any style in art, architecture, literature, philosophy, etc., that reacts against an earlier modernist movement.",C1,Education
poststructuralism,chủ nghĩa hậu cấu trúc,This is an example for poststructuralism.,An extension of structuralism influenced by deconstructionism,C1,Education
discourse analysis,Phân tích diễn ngôn,This is an example for discourse analysis.,Definition of discourse analysis.,C1,Education
narrative inquiry,truy vấn tường thuật,This is an example for narrative inquiry.,Definition of narrative inquiry.,C1,Education
grounded theory,Phương pháp định tính,This is an example for grounded theory.,Definition of grounded theory.,C1,Education
bildung,bildung,This is an example for bildung.,Definition of bildung.,C1,Education
paideia,paideia,This is an example for paideia.,"An Athenian system of education designed to give students a broad cultural background focusing integration into the public life of the city-state with subject matter including gymnastics, grammar, rhetoric, music, mathematics, geography, natural history, and philosophy",C1,Education
liberal arts,Giáo dục khai phóng,This is an example for liberal arts.,"The academic course of instruction intended to provide general knowledge and usually comprising the arts, humanities, natural sciences, and social sciences, as opposed to professional or technical subjects.",C1,Education
classical education,giáo dục cổ điển,This is an example for classical education.,Definition of classical education.,C1,Education
Socratic method,Phương pháp Socratic,This is an example for Socratic method.,Definition of Socratic method.,C1,Education
dialectic,Biện chứng,This is an example for dialectic.,Any formal system of reasoning that arrives at a truth by the exchange of logical arguments.,C1,Education
elenchus,elenchus,This is an example for elenchus.,"A technique of argument associated with Socrates wherein the arguer asks the interlocutor to agree with a series of premises and conclusions, ending with the arguer's intended point.",C1,Education
aporia,lỗ thông,This is an example for aporia.,An expression of deliberation with oneself regarding uncertainty or doubt as to how to proceed.,C1,Education
maieutics,maieutics,This is an example for maieutics.,Synonym of Socratic method,C1,Education
phronesis,phát âm,This is an example for phronesis.,Definition of phronesis.,C1,Education
law,luật,This is an example for law.,"The body of binding rules and regulations, customs and standards established in a community by its legislative and judicial authorities.",B1,Law & Society
freedom,nền tự do,This is an example for freedom.,"The state of being free, of not being imprisoned or enslaved.",B1,Law & Society
justice,sự công bằng,This is an example for justice.,The state or characteristic of being just or fair.,B1,Law & Society
crime,tội phạm,This is an example for crime.,A specific act committed in violation of the law.,B1,Law & Society
punishment,"trừng phạt, sự trừng trị",This is an example for punishment.,"The act or process of punishing, imposing and/or applying a sanction.",B1,Law & Society
court,tòa án,This is an example for court.,"An enclosed space; a courtyard; an uncovered area shut in by the walls of a building, or by different buildings; also, a space opening from a street and nearly surrounded by houses; a blind alley.",B1,Law & Society
judge,"xét xử, phân xử; quan tòa, thẩm phán",This is an example for judge.,"A public official whose duty it is to administer the law, especially by presiding over trials and rendering judgments; a justice.",B1,Law & Society
lawyer,luật sư,This is an example for lawyer.,"A professional person qualified (as by a law degree or bar exam) and authorized to practice law, i.e. represent parties in lawsuits or trials and give legal advice.",B1,Law & Society
police,"cảnh sát, công an",This is an example for police.,A civil force granted the legal authority for law enforcement and maintaining public order.,B1,Law & Society
prison,nhà tù,This is an example for prison.,"A place or institution of confinement, especially of long-term confinement for those convicted of serious crimes or otherwise considered undesirable by the government.",B1,Law & Society
bail,việc bảo lãnh,This is an example for bail.,"Security, usually a sum of money, exchanged for the release of an arrested person as a guarantee of that person's appearance for trial.",B1,Law & Society
trial,cuộc thử nghiệm,This is an example for trial.,An opportunity to test something out; a test.,B1,Law & Society
verdict,Lưỡng lự ư?,This is an example for verdict.,A decision on an issue of fact in a civil or criminal case or an inquest.,B1,Law & Society
fraud,gian lận,This is an example for fraud.,The crime of stealing or otherwise illegally obtaining money by use of deception tactics.,B1,Law & Society
theft,trộm cắp,This is an example for theft.,The act of stealing property.,B1,Law & Society
assault,tấn công,This is an example for assault.,"A violent onset or attack with physical means, for example blows, weapons, etc.",B1,Law & Society
government,"chính phủ, nội các; sự cai trị",This is an example for government.,"The body with the power to make and/or enforce laws to control a country, land area, people or organization.",B1,Law & Society
parliament,"nghi viện, quốc hội",This is an example for parliament.,A formal council summoned (especially by a monarch) to discuss important issues.,B1,Law & Society
democracy,dân chủ,This is an example for democracy.,"Rule by the people, especially as a form of government; either directly or through elected representatives (representative democracy).",B1,Law & Society
election,bỏ phiếu,This is an example for election.,"A process of choosing a leader, members of parliament, councillors or other representatives by popular vote.",B1,Law & Society
vote,phiếu,This is an example for vote.,A formalized choice on matters of administration or other democratic activities,B1,Law & Society
amendment,tu chính,This is an example for amendment.,An alteration or change for the better; correction of a fault or of faults; reformation of life by quitting vices.,B1,Law & Society
constitution,thành phần,This is an example for constitution.,"The act, or process of setting something up, or establishing something; the composition or structure of such a thing; its makeup.",B1,Law & Society
citizen,công dân,This is an example for citizen.,"A resident of a city or town, especially one with legally-recognized rights or duties.",B1,Law & Society
resident,người cư trú,This is an example for resident.,"A person, animal or plant living at a certain location or in a certain area.",B1,Law & Society
immigrant,di trú,This is an example for immigrant.,A non-native person who comes to a country from another country in order to permanently settle there.,B1,Law & Society
nationality,quốc tịch,This is an example for nationality.,"Membership of a particular nation or state, by origin, birth, naturalization, ownership, allegiance or otherwise.",B1,Law & Society
permit,"cho phép, cho cơ hội",This is an example for permit.,An artifact or document rendering something allowed or legal.,B1,Law & Society
capital gains,"HB+BHXH+103+00+ YN0254C+07911+DONG
BHXH+T07.2024+",This is an example for capital gains.,An increase in the value of a capital asset,B1,Law & Society
VAT,Thuế GTGT,This is an example for VAT.,"A large tub, such as is used for making wine or for tanning.",B1,Law & Society
deduction,sự suy diễn,This is an example for deduction.,That which is deducted; that which is subtracted or removed,B1,Law & Society
exemption,trường hợp được miễn,This is an example for exemption.,An act of exempting.,B1,Law & Society
precedent,tiền lệ,This is an example for precedent.,An act in the past which may be used as an example to help decide the outcome of similar instances in the future.,B2,Law & Society
statute,quy chế,This is an example for statute.,"Written law, as laid down by the legislature.",B2,Law & Society
common law,luật phổ thông,This is an example for common law.,"Law developed by judges, courts, and agency adjudicatory tribunals, through their decisions and opinions (also called case law) (as opposed to statutes promulgated by legislatures, and regulations promulgated by the executive branch).",B2,Law & Society
civil law,luật dân sự,This is an example for civil law.,"The body of law dealing with the private relations between members of a community; it contrasts with criminal law, military law and ecclesiastical law.",B2,Law & Society
criminal law,luật hình,This is an example for criminal law.,The area of law pertaining to crime and punishment.,B2,Law & Society
constitutional law,luật hiến pháp,This is an example for constitutional law.,Definition of constitutional law.,B2,Law & Society
administrative law,luật hành chánh,This is an example for administrative law.,Definition of administrative law.,B2,Law & Society
international law,quốc tế công pháp,This is an example for international law.,"Set of rules generally regarded and accepted as binding in relations between states and between nations, serving as a framework for the practice of stable and organized international relations.",B2,Law & Society
human rights law,Quyền con người,This is an example for human rights law.,Definition of human rights law.,B2,Law & Society
due process,Thủ Tục Tố Tụng,This is an example for due process.,"A legal concept where a person is ensured all legal rights when deprived of life, liberty and the pursuit of happiness for a given reason.",B2,Law & Society
habeas corpus,quyền bảo hộ nhân thân,This is an example for habeas corpus.,"A writ to bring a person before a court or a judge, most frequently used to ensure that a person's imprisonment, detention, or commitment is legal.",B2,Law & Society
presumption of innocence,giả định vô tội,This is an example for presumption of innocence.,Definition of presumption of innocence.,B2,Law & Society
burden of proof,trách nhiệm chứng minh,This is an example for burden of proof.,The duty of a party in a legal proceeding to prove an assertion of fact; it includes both the burden of production and the burden of persuasion; the onus probandi,B2,Law & Society
standard of proof,Tiêu chuẩn về bằng chứng,This is an example for standard of proof.,Definition of standard of proof.,B2,Law & Society
adversarial,đối nghịch,This is an example for adversarial.,"Characteristic of, or in the manner of, an adversary; combative, hostile, opposed",B2,Law & Society
inquisitorial,thẩm tra,This is an example for inquisitorial.,"Of or pertaining to an inquisition, specifically the Inquisition.",B2,Law & Society
appeal,lời kêu gọi,This is an example for appeal.,An application for the removal of a cause or suit from an inferior to a superior judge or court for re-examination or review.,B2,Law & Society
sole proprietorship,Doanh nghiệp tư nhân,This is an example for sole proprietorship.,Definition of sole proprietorship.,B2,Law & Society
limited liability,trách nhiệm hữu hạn,This is an example for limited liability.,The liability of an owner or a partner of a company for no more capital than they have invested.,B2,Law & Society
fiduciary duty,nghĩa vụ ủy thác,This is an example for fiduciary duty.,Definition of fiduciary duty.,B2,Law & Society
officer,"viên chức, cảnh sát, sĩ quan",This is an example for officer.,"One who has a position of authority in a hierarchical organization, especially in military, police or government organizations.",B2,Law & Society
fair use,Sử dụng hợp lý,This is an example for fair use.,A doctrine in intellectual property law that permits one party to make use of another party's protected intellectual property (such as a copyright or trademark) under narrowly defined circumstances.,B2,Law & Society
public domain,tài sản công cộng,This is an example for public domain.,"The realm of intellectual property which is not protected by patents or copyright, i.e. over which no person or other legal entity can establish a proprietary interest.",B2,Law & Society
moral rights,quyền đạo đức,This is an example for moral rights.,Definition of moral rights.,B2,Law & Society
harassment,quấy rối,This is an example for harassment.,Persistent attacks and criticism causing worry and distress.,B2,Law & Society
equal opportunity,Cơ hội Bình đẳng,This is an example for equal opportunity.,Targeting everyone indiscriminately.,B2,Law & Society
affirmative action,Hành động khẳng định,This is an example for affirmative action.,A set of policies or programs providing advantages for people of a group who are seen to have traditionally been discriminated against.,B2,Law & Society
reasonable accommodation,Chính sách Nơi ăn nghỉ hợp lý,This is an example for reasonable accommodation.,Definition of reasonable accommodation.,B2,Law & Society
hostile work environment,môi trường làm việc thù địch.,This is an example for hostile work environment.,Definition of hostile work environment.,B2,Law & Society
constructive dismissal,sự từ chức bắt buộc,This is an example for constructive dismissal.,The practice or act of forcing an employee to resign by creating a hostile work environment.,B2,Law & Society
wrongful termination,Kết Thúc Hợp Đồng Sai,This is an example for wrongful termination.,Definition of wrongful termination.,B2,Law & Society
retaliation,Trả đũa,This is an example for retaliation.,Violent or otherwise punitive response to an act of harm or perceived injustice; a hitting back; revenge.,B2,Law & Society
jurisprudence,pháp học,This is an example for jurisprudence.,The theoretical study of law.,C1,Law & Society
legal positivism,chủ nghĩa thực chứng pháp lý,This is an example for legal positivism.,Definition of legal positivism.,C1,Law & Society
natural law,quy luật tự nhiên,This is an example for natural law.,An ethical theory that posits the existence of a law whose content is set by nature and that therefore has validity everywhere.,C1,Law & Society
legal realism,chủ nghĩa hiện thực pháp lý,This is an example for legal realism.,Definition of legal realism.,C1,Law & Society
critical legal studies,các nghiên cứu pháp lý quan trọng,This is an example for critical legal studies.,Definition of critical legal studies.,C1,Law & Society
feminist jurisprudence,luật học nữ quyền,This is an example for feminist jurisprudence.,Definition of feminist jurisprudence.,C1,Law & Society
law and economics,luật và kinh tế,This is an example for law and economics.,Definition of law and economics.,C1,Law & Society
comparative law,luật đối chiếu,This is an example for comparative law.,Definition of comparative law.,C1,Law & Society
conflict of laws,xung đột pháp luật,This is an example for conflict of laws.,Definition of conflict of laws.,C1,Law & Society
private international law,tư pháp quốc tế,This is an example for private international law.,Definition of private international law.,C1,Law & Society
proportionality,tính tương xứng,This is an example for proportionality.,The property of being proportional,C1,Law & Society
subsidiarity,tính bổ trợ,This is an example for subsidiarity.,"The principle that initiative (whether in government, business or religion) ought to reside at the lowest feasible level (i.e. at the local or regional level, instead of the national or supranational level, unless the latter presents clear advantages)",C1,Law & Society
legitimate aim,mục đích chính đáng,This is an example for legitimate aim.,Definition of legitimate aim.,C1,Law & Society
margin of appreciation,biên độ đánh giá cao,This is an example for margin of appreciation.,Definition of margin of appreciation.,C1,Law & Society
derogation,"sự vi phạm (luật, hợp đồng. . .)",This is an example for derogation.,An act which belittles; disparagement.,C1,Law & Society
jus cogens,jus cogens,This is an example for jus cogens.,Definition of jus cogens.,C1,Law & Society
erga omnes,omnes erga,This is an example for erga omnes.,Definition of erga omnes.,C1,Law & Society
pacta sunt servanda,pacta sunt servanda,This is an example for pacta sunt servanda.,Definition of pacta sunt servanda.,C1,Law & Society
opinio juris,luật học (juris),This is an example for opinio juris.,Definition of opinio juris.,C1,Law & Society
sculpture,Điêu khắc,This is an example for sculpture.,A three dimensional work of art created by shaping malleable objects and letting them harden or by chipping away pieces from a rock (sculpting).,B1,Arts & Culture
drawing,bản vẽ,This is an example for drawing.,To move or develop something.,B1,Arts & Culture
photography,nghề nhiếp ảnh,This is an example for photography.,"The art and technology of producing images on photosensitive surfaces, and its digital counterpart.",B1,Arts & Culture
film,"phim, được dựng thành phim",This is an example for film.,"A thin layer of some substance; a pellicle; a membranous covering, causing opacity.",B1,Arts & Culture
dance,khiêu vũ,This is an example for dance.,"A sequence of rhythmic steps or movements usually performed to music, for pleasure or as a form of social interaction.",B1,Arts & Culture
theater,nhà hát,This is an example for theater.,"A place or building, consisting of a stage and seating, in which an audience gathers to watch plays, musical performances, public ceremonies, and so on.",B1,Arts & Culture
literature,"văn chương, văn học",This is an example for literature.,The body of all written works.,B1,Arts & Culture
poetry,thi ca; chất thơ,This is an example for poetry.,Literature composed in verse or language exhibiting conscious attention to patterns and rhythm.,B1,Arts & Culture
artist,nghệ sĩ,This is an example for artist.,A person who creates art.,B1,Arts & Culture
musician,nhạc sĩ,This is an example for musician.,"A composer, conductor, or performer of music; specifically, a person who sings and/or plays a musical instrument as a hobby, an occupation, or a profession.",B1,Arts & Culture
actor,diễn viên,This is an example for actor.,"A person who performs, plays a part in a theatrical play or film.",B1,Arts & Culture
writer,tác giả,This is an example for writer.,"A person who writes, or produces literary work.",B1,Arts & Culture
poet,nhà thơ,This is an example for poet.,A person who writes poems.,B1,Arts & Culture
photographer,nhà nhiếp ảnh,This is an example for photographer.,"One who takes photographs, typically as an occupation.",B1,Arts & Culture
sculptor,Điêu khắc,This is an example for sculptor.,A person who sculpts; an artist who produces sculpture.,B1,Arts & Culture
choreographer,biên đạo múa,This is an example for choreographer.,A person who choreographs.,B1,Arts & Culture
composer,Người biên soạn,This is an example for composer.,One who composes; an author.,B1,Arts & Culture
genre,thể loại,This is an example for genre.,"A kind; a stylistic category or sort, especially of literature or other artworks.",B1,Arts & Culture
movement,"cử động, động tác",This is an example for movement.,Physical motion between points in space.,B1,Arts & Culture
period,giai đoạn,This is an example for period.,A length of time.,B1,Arts & Culture
technique,phương pháp,This is an example for technique.,"The practical aspects of a given art, occupation etc.; formal requirements.",B1,Arts & Culture
medium,trung bình,This is an example for medium.,"(plural media or mediums) The chemistry of the surrounding environment, e.g. solid, liquid, gas, vacuum, or a specific substance such as a solvent.",B1,Arts & Culture
material,"nguyên vật liệu; vật chất, hữu hình",This is an example for material.,"Matter which may be shaped or manipulated, particularly in making something.",B1,Arts & Culture
exhibition,"cuộc triển lãm, trưng bày",This is an example for exhibition.,"An instance of exhibiting, or something exhibited.",B1,Arts & Culture
concert,buổi hòa nhạc,This is an example for concert.,Agreement in a design or plan; union formed by mutual communication of opinions and views; accordance in a scheme; harmony; simultaneous action.,B1,Arts & Culture
show,hiện,This is an example for show.,"A play, dance, or other entertainment.",B1,Arts & Culture
premiere,Buổi chiếu đầu tiên,This is an example for premiere.,"The first showing of a film, play or other form of entertainment, often held as a special event with celebrity guests.",B1,Arts & Culture
award,phần thưởng,This is an example for award.,"A judgment, sentence, or final decision. Specifically: The decision of arbitrators in a case submitted.",B1,Arts & Culture
recognition,sự nhận ra,This is an example for recognition.,The act of recognizing or the condition of being recognized (matching a current observation with a memory of a prior observation of the same entity),B1,Arts & Culture
creative,sáng tạo,This is an example for creative.,A person directly involved in a creative marketing process.,B1,Arts & Culture
expressive,Khả năng,This is an example for expressive.,"Any word or phrase that expresses (that the speaker, writer, or signer has) a certain attitude toward or information about the referent.",B1,Arts & Culture
imaginative,Tưởng tượng,This is an example for imaginative.,Having a lively or creative imagination.,B1,Arts & Culture
innovative,có tính chất đổi mới,This is an example for innovative.,Characterized by the creation of new ideas or inventions.,B1,Arts & Culture
original,nguyên gốc,This is an example for original.,An object or other creation (e.g. narrative work) from which all later copies and variations are derived,B1,Arts & Culture
unique,unique,This is an example for unique.,A thing without a like; something unequalled or unparallelled.,B1,Arts & Culture
meaningful,Hợp lý,This is an example for meaningful.,"Having meaning, significant.",B1,Arts & Culture
powerful,"hùng mạnh, hùng cường",This is an example for powerful.,"Having, or capable of exerting power, potency or influence.",B1,Arts & Culture
evocative,gợi cảm,This is an example for evocative.,"That evokes (brings to mind) a memory, mood, feeling or image; redolent or reminiscent",B1,Arts & Culture
classical,CỔ ĐIỂN,This is an example for classical.,"One that is classical in some way; for example, a classical economist.",B1,Arts & Culture
contemporary,"đương thời, đương đại",This is an example for contemporary.,"Someone or something living at the same time, or of roughly the same age as another.",B1,Arts & Culture
experimental,Thử nghiệm,This is an example for experimental.,The subject of an experiment.,B1,Arts & Culture
avant-garde,Tiên phong,This is an example for avant-garde.,The vanguard of an army or other force.,B1,Arts & Culture
mainstream,chủ đạo,This is an example for mainstream.,"The principal current in a flow, such as a river or flow of air",B1,Arts & Culture
underground,ngầm dưới đất; ngầm,This is an example for underground.,"An underground railway, especially for mass transit of people in urban areas.",B1,Arts & Culture
popular,phổ biến,This is an example for popular.,"A person who is popular, especially at a school.",B1,Arts & Culture
niche,Ổ sinh thái,This is an example for niche.,"A cavity, hollow, or recess, generally within the thickness of a wall, for a statue, bust, or other erect ornament. Hence, any similar position, literal or figurative.",B1,Arts & Culture
inspire,truyền cảm hứng,This is an example for inspire.,"To infuse into the mind; to communicate to the spirit; to convey, as by a divine or supernatural influence; to disclose preternaturally; to produce in, as by inspiration.",B1,Arts & Culture
create,hãy tạo ra,This is an example for create.,To bring into existence; (sometimes in particular:),B1,Arts & Culture
express,"diễn tả, biếu lộ, bày tỏ; nhanh, tốc hành",This is an example for express.,"A mode of transportation, often a train, that travels quickly or directly.",B1,Arts & Culture
communicate,"giao thiệp, liên lạc",This is an example for communicate.,To impart,B1,Arts & Culture
interpret,giải thích,This is an example for interpret.,"To explain or tell the meaning of; to translate orally into intelligible or familiar language or terms. applied especially to language, but also to dreams, signs, conduct, mysteries, etc.",B1,Arts & Culture
represent,"miêu tả, hình dung; đại diện, thay mặt",This is an example for represent.,To present again or anew; to present by means of something standing in the place of; to exhibit the counterpart or image of; to typify.,B1,Arts & Culture
symbolize,tượng trưng cho,This is an example for symbolize.,To be symbolic of; to represent.,B1,Arts & Culture
evoke,gợi lên,This is an example for evoke.,To call out; to draw out or bring forth.,B1,Arts & Culture
provoke,khiêu khích,This is an example for provoke.,To cause someone to become annoyed or angry.,B1,Arts & Culture
aesthetics,tính thẩm mỹ,This is an example for aesthetics.,The study or philosophy of beauty.,B2,Arts & Culture
formalism,chủ nghĩa hình thức,This is an example for formalism.,"Strict adherence to a given form of conduct, practice etc.",B2,Arts & Culture
expressionism,Biểu hiện,This is an example for expressionism.,"A movement in the arts in which the artist did not depict objective reality, but rather a subjective expression of their inner experiences",B2,Arts & Culture
impressionism,Trường phái ấn tượng,This is an example for impressionism.,"A movement in art characterized by visible brush strokes, ordinary subject matters, and an emphasis on light and its changing qualities",B2,Arts & Culture
cubism,Trường phái hộp vuông,This is an example for cubism.,(often capitalized) An artistic movement in the early 20th Century characterized by the depiction of natural forms as geometric structures of planes.,B2,Arts & Culture
surrealism,Siêu thực,This is an example for surrealism.,An artistic movement and an aesthetic philosophy that aims for the liberation of the mind by emphasizing the critical and imaginative powers of the subconscious.,B2,Arts & Culture
abstract,Trìu tượng;khó hiểu;lý thuyết;thực tế;bản tóm tắt;ý niệm trừu tượng;tác phẩm nghệ thuật trừu tượng;trừu tượng hóa;làm đãng trí;rút ra;chiết ra;tách ra;lấy trộm;ăn cắp,This is an example for abstract.,An abridgement or summary of a longer publication.,B2,Arts & Culture
minimalism,Phong cách tối giản,This is an example for minimalism.,A style of art that emphasises extreme simplicity of form.,B2,Arts & Culture
conceptual art,nghệ thuật khái niệm,This is an example for conceptual art.,A genre of art in which the transmission of ideas is more important than the creation of an art object,B2,Arts & Culture
installation art,nghệ thuật sắp đặt,This is an example for installation art.,Definition of installation art.,B2,Arts & Culture
plot,"sơ đồ, đồ thị, đồ án",This is an example for plot.,"(authorship) The course of a story, comprising a series of incidents which are gradually unfolded, sometimes by unexpected means.",B2,Arts & Culture
character,"tính cách, nhân vật",This is an example for character.,A being involved in the action of a story.,B2,Arts & Culture
theme,chủ đề,This is an example for theme.,A subject of a talk or an artistic piece; a topic.,B2,Arts & Culture
motif,Thông báo KComment,This is an example for motif.,A recurring or dominant element; a theme.,B2,Arts & Culture
symbol,ký hiệu,This is an example for symbol.,"A character or glyph representing an idea, concept or object.",B2,Arts & Culture
allegory,Nói bóng,This is an example for allegory.,The representation of abstract principles by characters or figures.,B2,Arts & Culture
satire,trào lộng,This is an example for satire.,"A literary device of writing or art which principally ridicules its subject often as an intended means of provoking or preventing change. Humor, irony, and exaggeration are often used to aid this.",B2,Arts & Culture
cultural heritage,di sản văn hóa,This is an example for cultural heritage.,Definition of cultural heritage.,B2,Arts & Culture
intangible heritage,di sản phi vật thể,This is an example for intangible heritage.,Definition of intangible heritage.,B2,Arts & Culture
living heritage,di sản sống,This is an example for living heritage.,Definition of living heritage.,B2,Arts & Culture
oral tradition,truyền thống truyền khẩu,This is an example for oral tradition.,Definition of oral tradition.,B2,Arts & Culture
folklore,văn hóa dân gian,This is an example for folklore.,"The tales, legends and superstitions of a particular ethnic population.",B2,Arts & Culture
mythology,Thần thoại,This is an example for mythology.,"The collection of myths of a people, concerning the origin of the people, history, deities, ancestors and heroes.",B2,Arts & Culture
practice,"thực hành, thực tiễn",This is an example for practice.,Repetition of an activity to improve a skill.,B2,Arts & Culture
canon,quy tắc,This is an example for canon.,A generally accepted principle; a rule.,B2,Arts & Culture
criticism,lời phê bình,This is an example for criticism.,The act of criticising; a critical judgment passed or expressed,B2,Arts & Culture
intertextuality,liên văn bản,This is an example for intertextuality.,"The idea that a given text is a response to what has already been written, be it explicit or implicit.",B2,Arts & Culture
appropriation,việc chuẩn y ngân sách,This is an example for appropriation.,An act or instance of appropriating.,B2,Arts & Culture
homage,Tôn kính,This is an example for homage.,"A demonstration of respect, such as towards an individual after their retirement or death",B2,Arts & Culture
patronage,sự lui tới của khách hàng quen,This is an example for patronage.,The act of providing approval and support; backing; championship.,B2,Arts & Culture
commission,commission,This is an example for commission.,A sending or mission (to do or accomplish something).,B2,Arts & Culture
collection,thu hồi,This is an example for collection.,A set of items or amount of material procured or gathered together.,B2,Arts & Culture
attribution,Ghi công,This is an example for attribution.,The act of attributing something.,B2,Arts & Culture
semiotics,Ký hiệu học,This is an example for semiotics.,"The study of signs and symbols, especially as means of language or communication.",C1,Arts & Culture
postmodern,hậu hiện đại,This is an example for postmodern.,A postmodernist.,C1,Arts & Culture
ideology,ý thức hệ,This is an example for ideology.,"Doctrine, philosophy, body of beliefs or principles belonging to an individual or group.",C1,Arts & Culture
hegemony,Bá chủ,This is an example for hegemony.,"Domination, influence, or authority over another, especially by one political group over a society or by one nation over others.",C1,Arts & Culture
subaltern,mẫu phụ,This is an example for subaltern.,A subordinate.,C1,Arts & Culture
iconography,Biểu tượng học,This is an example for iconography.,A set of specified or traditional symbolic forms associated with the subject or theme of a stylized genre of art.,C1,Arts & Culture
iconology,biểu tượng học,This is an example for iconology.,The study of icons in art or art history.,C1,Arts & Culture
ekphrasis,ekphrasis,This is an example for ekphrasis.,"A clear, intense, self-contained argument or verbal description of an object, especially of an artwork.",C1,Arts & Culture
ut pictura poesis,ut pictura poesis,This is an example for ut pictura poesis.,Definition of ut pictura poesis.,C1,Arts & Culture
paragone,paragone,This is an example for paragone.,Definition of paragone.,C1,Arts & Culture
mimesis,mimesis,This is an example for mimesis.,"The representation of aspects of the real world, especially human actions, in literature and art.",C1,Arts & Culture
diegesis,diegesis,This is an example for diegesis.,A narration or recitation.,C1,Arts & Culture
catharsis,Sự xô ruột,This is an example for catharsis.,"A release of emotional tension after an overwhelming vicarious experience, resulting in the purging or purification of the emotions, as through watching a dramatic production (especially a tragedy).",C1,Arts & Culture
sublime,sublime,This is an example for sublime.,To sublimate.,C1,Arts & Culture
environment,"môi trường, hoàn cảnh xung quanh",This is an example for environment.,"The surroundings of, and influences on, a particular item of interest.",B1,Environment
nature,"tự nhiên, thiên nhiên",This is an example for nature.,"The natural world; that which consists of all things unaffected by or predating human technology, production, and design. (Compare ecosystem.)",B1,Environment
wildlife,Loài hoang dã,This is an example for wildlife.,"Animals, plants, and fungi, not normally domesticated, often to the exclusion of plants, fungi, fish, insects and other invertebrates, and microscopic plants and animals; hence:",B1,Environment
pollution,ô nhiễm,This is an example for pollution.,"The desecration of something holy or sacred; defilement, profanation.",B1,Environment
waste,lãng phí,This is an example for waste.,"Excess of material, useless by-products or damaged, unsaleable products; garbage; rubbish.",B1,Environment
renewable energy,năng lượng tái tạo,This is an example for renewable energy.,"Energy that is collected from renewable resources, such as wind power, hydropower or solar energy.",B1,Environment
solar,mặt trời,This is an example for solar.,Of or pertaining to the sun; proceeding from the sun,B1,Environment
fossil fuel,trầm tích cháy được,This is an example for fossil fuel.,"Any fuel derived from hydrocarbon deposits such as coal, petroleum, natural gas and, to some extent, peat; these fuels are non-renewable, and their burning generates the greenhouse gas carbon dioxide.",B1,Environment
